task,condition,test,number_id,value,id,target,set,label,range_min,range_max,Unique_ID,ID
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,qW3CMIHFvx
Arztpraxen,Round,Test,1,80,1,76,2,74.7,67.23,82.17,1 1 Round,qW3CMIHFvx
Geographie,Precise,Question,1,41185,5,41285,1,41285,37156.5,45413.5,5 1 Precise,yqS3qWyr5V
Geographie,Precise,Question,2,7195,5,7105,1,7105,6394.5,7815.5,5 2 Precise,yqS3qWyr5V
Arbeitslosigkeit,Precise,Question,1,89000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,yqS3qWyr5V
Arbeitslosigkeit,Precise,Question,2,1500,3,2280,1,2280,2052,2508,3 2 Precise,yqS3qWyr5V
Urteile,Precise,Question,1,103000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,yqS3qWyr5V
Urteile,Precise,Question,2,1900,4,1945,1,1945,1750.5,2139.5,4 2 Precise,yqS3qWyr5V
Geographie,Precise,Test,1,17,5,17.2,1,17.2,15.48,18.92,5 1 Precise,yqS3qWyr5V
Arbeitslosigkeit,Precise,Test,1,5,3,2.5,1,2.5,2.25,2.75,3 1 Precise,yqS3qWyr5V
Urteile,Precise,Test,1,2,4,1.9,1,1.9,1.71,2.09,4 1 Precise,yqS3qWyr5V
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,xVI8rkP6KL
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,xVI8rkP6KL
Arbeitslosigkeit,Round,Question,1,20000,3,90000,1,89881,80892.9,98869.1,3 1 Round,xVI8rkP6KL
Arbeitslosigkeit,Round,Question,2,600,3,2500,1,2280,2052,2508,3 2 Round,xVI8rkP6KL
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,xVI8rkP6KL
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,xVI8rkP6KL
Geographie,Round,Test,1,20,5,17.5,1,17.2,15.48,18.92,5 1 Round,xVI8rkP6KL
Arbeitslosigkeit,Round,Test,1,3,3,2.8,1,2.5,2.25,2.75,3 1 Round,xVI8rkP6KL
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,xVI8rkP6KL
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,l9o4OhVvtX
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,l9o4OhVvtX
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,l9o4OhVvtX
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,l9o4OhVvtX
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,l9o4OhVvtX
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,l9o4OhVvtX
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,l9o4OhVvtX
Arztpraxen,Round,Test,1,25,1,76,2,74.7,67.23,82.17,1 1 Round,l9o4OhVvtX
Gotthardtunnel,Precise,Question,1,16900,2,16942,2,16942,15247.8,18636.2,2 1 Precise,Do3NaM6a3K
Gotthardtunnel,Precise,Question,2,2200,2,2257,2,2257,2031.3,2482.7,2 2 Precise,Do3NaM6a3K
Umsatzlöhne,Precise,Question,1,1600,6,16553,2,16553,14897.7,18208.3,6 1 Precise,Do3NaM6a3K
Umsatzlöhne,Precise,Question,2,3700,6,3750,2,3750,3375,4125,6 2 Precise,Do3NaM6a3K
Arztpraxen,Precise,Question,1,2500,1,25439,2,25439,22895.1,27982.9,1 1 Precise,Do3NaM6a3K
Arztpraxen,Precise,Question,2,600,1,19004,2,19004,17103.6,20904.4,1 2 Precise,Do3NaM6a3K
Gotthardtunnel,Precise,Test,1,14,2,13.3,2,13.3,11.97,14.63,2 1 Precise,Do3NaM6a3K
Umsatzlöhne,Precise,Test,1,24,6,22.7,2,22.7,20.43,24.97,6 1 Precise,Do3NaM6a3K
Arztpraxen,Precise,Test,1,60,1,74.7,2,74.7,67.23,82.17,1 1 Precise,Do3NaM6a3K
Geographie,Precise,Question,1,41285,5,41285,1,41285,37156.5,45413.5,5 1 Precise,OndoQ5iFaj
Geographie,Precise,Question,2,7900,5,7105,1,7105,6394.5,7815.5,5 2 Precise,OndoQ5iFaj
Arbeitslosigkeit,Precise,Question,1,103000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,OndoQ5iFaj
Arbeitslosigkeit,Precise,Question,2,10000,3,2280,1,2280,2052,2508,3 2 Precise,OndoQ5iFaj
Urteile,Precise,Question,1,50000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,OndoQ5iFaj
Urteile,Precise,Question,2,1930,4,1945,1,1945,1750.5,2139.5,4 2 Precise,OndoQ5iFaj
Geographie,Precise,Test,1,16,5,17.2,1,17.2,15.48,18.92,5 1 Precise,OndoQ5iFaj
Arbeitslosigkeit,Precise,Test,1,10,3,2.5,1,2.5,2.25,2.75,3 1 Precise,OndoQ5iFaj
Urteile,Precise,Test,1,12,4,1.9,1,1.9,1.71,2.09,4 1 Precise,OndoQ5iFaj
Geographie,Round,Question,1,300000,5,40000,1,41285,37156.5,45413.5,5 1 Round,9ElkbTmcUJ
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,9ElkbTmcUJ
Arbeitslosigkeit,Round,Question,1,84937732828,3,90000,1,89881,80892.9,98869.1,3 1 Round,9ElkbTmcUJ
Arbeitslosigkeit,Round,Question,2,2500,3,2500,1,2280,2052,2508,3 2 Round,9ElkbTmcUJ
Urteile,Round,Question,1,28919372819,4,100000,1,103156,92840.4,113471.6,4 1 Round,9ElkbTmcUJ
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,9ElkbTmcUJ
Geographie,Round,Test,1,6,5,17.5,1,17.2,15.48,18.92,5 1 Round,9ElkbTmcUJ
Arbeitslosigkeit,Round,Test,1,5,3,2.8,1,2.5,2.25,2.75,3 1 Round,9ElkbTmcUJ
Urteile,Round,Test,1,82,4,2,1,1.9,1.71,2.09,4 1 Round,9ElkbTmcUJ
Gotthardtunnel,Precise,Question,1,16792,2,16942,2,16942,15247.8,18636.2,2 1 Precise,RM2c9ueHYI
Gotthardtunnel,Precise,Question,2,2475,2,2257,2,2257,2031.3,2482.7,2 2 Precise,RM2c9ueHYI
Umsatzlöhne,Precise,Question,1,16975,6,16553,2,16553,14897.7,18208.3,6 1 Precise,RM2c9ueHYI
Umsatzlöhne,Precise,Question,2,3500,6,3750,2,3750,3375,4125,6 2 Precise,RM2c9ueHYI
Arztpraxen,Precise,Question,1,25475,1,25439,2,25439,22895.1,27982.9,1 1 Precise,RM2c9ueHYI
Arztpraxen,Precise,Question,2,19874,1,19004,2,19004,17103.6,20904.4,1 2 Precise,RM2c9ueHYI
Gotthardtunnel,Precise,Test,1,16.5,2,13.3,2,13.3,11.97,14.63,2 1 Precise,RM2c9ueHYI
Umsatzlöhne,Precise,Test,1,20,6,22.7,2,22.7,20.43,24.97,6 1 Precise,RM2c9ueHYI
Arztpraxen,Precise,Test,1,80,1,74.7,2,74.7,67.23,82.17,1 1 Precise,RM2c9ueHYI
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,lTDKo9YJH1
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,lTDKo9YJH1
Arbeitslosigkeit,Round,Question,1,10000,3,90000,1,89881,80892.9,98869.1,3 1 Round,lTDKo9YJH1
Arbeitslosigkeit,Round,Question,2,3000,3,2500,1,2280,2052,2508,3 2 Round,lTDKo9YJH1
Urteile,Round,Question,1,10000,4,100000,1,103156,92840.4,113471.6,4 1 Round,lTDKo9YJH1
Urteile,Round,Question,2,700,4,2000,1,1945,1750.5,2139.5,4 2 Round,lTDKo9YJH1
Geographie,Round,Test,1,10,5,17.5,1,17.2,15.48,18.92,5 1 Round,lTDKo9YJH1
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,lTDKo9YJH1
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,lTDKo9YJH1
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,HX3ZRtMKn8
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,HX3ZRtMKn8
Arbeitslosigkeit,Round,Question,1,40000,3,90000,1,89881,80892.9,98869.1,3 1 Round,HX3ZRtMKn8
Arbeitslosigkeit,Round,Question,2,2500,3,2500,1,2280,2052,2508,3 2 Round,HX3ZRtMKn8
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,HX3ZRtMKn8
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,HX3ZRtMKn8
Geographie,Round,Test,1,17,5,17.5,1,17.2,15.48,18.92,5 1 Round,HX3ZRtMKn8
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,HX3ZRtMKn8
Urteile,Round,Test,1,6,4,2,1,1.9,1.71,2.09,4 1 Round,HX3ZRtMKn8
Gotthardtunnel,Round,Question,1,60000,2,17000,2,16942,15247.8,18636.2,2 1 Round,E5OhAgNQB1
Gotthardtunnel,Round,Question,2,17061,2,2300,2,2257,2031.3,2482.7,2 2 Round,E5OhAgNQB1
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,E5OhAgNQB1
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,E5OhAgNQB1
Arztpraxen,Round,Question,1,10000,1,25000,2,25439,22895.1,27982.9,1 1 Round,E5OhAgNQB1
Arztpraxen,Round,Question,2,2500,1,19000,2,19004,17103.6,20904.4,1 2 Round,E5OhAgNQB1
Umsatzlöhne,Round,Test,1,30,6,23.5,2,22.7,20.43,24.97,6 1 Round,E5OhAgNQB1
Arztpraxen,Round,Test,1,25,1,76,2,74.7,67.23,82.17,1 1 Round,E5OhAgNQB1
Gotthardtunnel,Precise,Question,1,12000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,rjgm5AO0mY
Gotthardtunnel,Precise,Question,2,2200,2,2257,2,2257,2031.3,2482.7,2 2 Precise,rjgm5AO0mY
Umsatzlöhne,Precise,Question,1,12000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,rjgm5AO0mY
Umsatzlöhne,Precise,Question,2,3543,6,3750,2,3750,3375,4125,6 2 Precise,rjgm5AO0mY
Arztpraxen,Precise,Question,1,25924,1,25439,2,25439,22895.1,27982.9,1 1 Precise,rjgm5AO0mY
Arztpraxen,Precise,Question,2,2000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,rjgm5AO0mY
Gotthardtunnel,Precise,Test,1,14,2,13.3,2,13.3,11.97,14.63,2 1 Precise,rjgm5AO0mY
Umsatzlöhne,Precise,Test,1,22,6,22.7,2,22.7,20.43,24.97,6 1 Precise,rjgm5AO0mY
Arztpraxen,Precise,Test,1,40,1,74.7,2,74.7,67.23,82.17,1 1 Precise,rjgm5AO0mY
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,floEAVXwRV
Gotthardtunnel,Round,Question,2,3200,2,2300,2,2257,2031.3,2482.7,2 2 Round,floEAVXwRV
Umsatzlöhne,Round,Question,1,12000,6,17000,2,16553,14897.7,18208.3,6 1 Round,floEAVXwRV
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,floEAVXwRV
Arztpraxen,Round,Question,1,50000,1,25000,2,25439,22895.1,27982.9,1 1 Round,floEAVXwRV
Arztpraxen,Round,Question,2,6000,1,19000,2,19004,17103.6,20904.4,1 2 Round,floEAVXwRV
Gotthardtunnel,Round,Test,1,20,2,13.5,2,13.3,11.97,14.63,2 1 Round,floEAVXwRV
Umsatzlöhne,Round,Test,1,33,6,23.5,2,22.7,20.43,24.97,6 1 Round,floEAVXwRV
Arztpraxen,Round,Test,1,10,1,76,2,74.7,67.23,82.17,1 1 Round,floEAVXwRV
Gotthardtunnel,Precise,Question,1,16000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,naSa2Z9Lrl
Gotthardtunnel,Precise,Question,2,2257,2,2257,2,2257,2031.3,2482.7,2 2 Precise,naSa2Z9Lrl
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,naSa2Z9Lrl
Umsatzlöhne,Precise,Question,2,3500,6,3750,2,3750,3375,4125,6 2 Precise,naSa2Z9Lrl
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,naSa2Z9Lrl
Arztpraxen,Precise,Question,2,22000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,naSa2Z9Lrl
Gotthardtunnel,Precise,Test,1,20,2,13.3,2,13.3,11.97,14.63,2 1 Precise,naSa2Z9Lrl
Umsatzlöhne,Precise,Test,1,75,6,22.7,2,22.7,20.43,24.97,6 1 Precise,naSa2Z9Lrl
Arztpraxen,Precise,Test,1,80,1,74.7,2,74.7,67.23,82.17,1 1 Precise,naSa2Z9Lrl
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,ZRENEynaoY
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,ZRENEynaoY
Arbeitslosigkeit,Precise,Question,1,103800,3,89881,1,89881,80892.9,98869.1,3 1 Precise,ZRENEynaoY
Arbeitslosigkeit,Precise,Question,2,102800,3,2280,1,2280,2052,2508,3 2 Precise,ZRENEynaoY
Urteile,Precise,Question,1,3000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,ZRENEynaoY
Urteile,Precise,Question,2,30,4,1945,1,1945,1750.5,2139.5,4 2 Precise,ZRENEynaoY
Geographie,Precise,Test,1,18,5,17.2,1,17.2,15.48,18.92,5 1 Precise,ZRENEynaoY
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,ZRENEynaoY
Urteile,Precise,Test,1,1,4,1.9,1,1.9,1.71,2.09,4 1 Precise,ZRENEynaoY
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,jHxtuu56q4
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,jHxtuu56q4
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,jHxtuu56q4
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,jHxtuu56q4
Arztpraxen,Round,Question,1,23000,1,25000,2,25439,22895.1,27982.9,1 1 Round,jHxtuu56q4
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,jHxtuu56q4
Gotthardtunnel,Round,Test,1,10,2,13.5,2,13.3,11.97,14.63,2 1 Round,jHxtuu56q4
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,jHxtuu56q4
Arztpraxen,Round,Test,1,75,1,76,2,74.7,67.23,82.17,1 1 Round,jHxtuu56q4
Gotthardtunnel,Round,Question,1,24000,2,17000,2,16942,15247.8,18636.2,2 1 Round,TB058jiDRv
Gotthardtunnel,Round,Question,2,2120,2,2300,2,2257,2031.3,2482.7,2 2 Round,TB058jiDRv
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,TB058jiDRv
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,TB058jiDRv
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,TB058jiDRv
Arztpraxen,Round,Question,2,19050,1,19000,2,19004,17103.6,20904.4,1 2 Round,TB058jiDRv
Umsatzlöhne,Round,Test,1,27,6,23.5,2,22.7,20.43,24.97,6 1 Round,TB058jiDRv
Arztpraxen,Round,Test,1,25,1,76,2,74.7,67.23,82.17,1 1 Round,TB058jiDRv
Gotthardtunnel,Precise,Question,1,14000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,g5a6XL8DC5
Gotthardtunnel,Precise,Question,2,2700,2,2257,2,2257,2031.3,2482.7,2 2 Precise,g5a6XL8DC5
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,g5a6XL8DC5
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,g5a6XL8DC5
Arztpraxen,Precise,Question,1,60000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,g5a6XL8DC5
Arztpraxen,Precise,Question,2,15000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,g5a6XL8DC5
Umsatzlöhne,Precise,Test,1,20,6,22.7,2,22.7,20.43,24.97,6 1 Precise,g5a6XL8DC5
Arztpraxen,Precise,Test,1,25,1,74.7,2,74.7,67.23,82.17,1 1 Precise,g5a6XL8DC5
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,ImnUJhxDfg
Geographie,Precise,Question,2,7180,5,7105,1,7105,6394.5,7815.5,5 2 Precise,ImnUJhxDfg
Arbeitslosigkeit,Precise,Question,1,89800,3,89881,1,89881,80892.9,98869.1,3 1 Precise,ImnUJhxDfg
Arbeitslosigkeit,Precise,Question,2,1.2,3,2280,1,2280,2052,2508,3 2 Precise,ImnUJhxDfg
Urteile,Precise,Question,1,21000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,ImnUJhxDfg
Urteile,Precise,Question,2,1900,4,1945,1,1945,1750.5,2139.5,4 2 Precise,ImnUJhxDfg
Geographie,Precise,Test,1,6,5,17.2,1,17.2,15.48,18.92,5 1 Precise,ImnUJhxDfg
Arbeitslosigkeit,Precise,Test,1,8,3,2.5,1,2.5,2.25,2.75,3 1 Precise,ImnUJhxDfg
Urteile,Precise,Test,1,10,4,1.9,1,1.9,1.71,2.09,4 1 Precise,ImnUJhxDfg
Gotthardtunnel,Precise,Question,1,16900,2,16942,2,16942,15247.8,18636.2,2 1 Precise,rZguOFHyqT
Gotthardtunnel,Precise,Question,2,2300,2,2257,2,2257,2031.3,2482.7,2 2 Precise,rZguOFHyqT
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,rZguOFHyqT
Umsatzlöhne,Precise,Question,2,3500,6,3750,2,3750,3375,4125,6 2 Precise,rZguOFHyqT
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,rZguOFHyqT
Arztpraxen,Precise,Question,2,19000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,rZguOFHyqT
Gotthardtunnel,Precise,Test,1,10,2,13.3,2,13.3,11.97,14.63,2 1 Precise,rZguOFHyqT
Umsatzlöhne,Precise,Test,1,18,6,22.7,2,22.7,20.43,24.97,6 1 Precise,rZguOFHyqT
Arztpraxen,Precise,Test,1,75,1,74.7,2,74.7,67.23,82.17,1 1 Precise,rZguOFHyqT
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,1QZtt6bomv
Geographie,Round,Question,2,2000,5,7000,1,7105,6394.5,7815.5,5 2 Round,1QZtt6bomv
Arbeitslosigkeit,Round,Question,1,2500,3,90000,1,89881,80892.9,98869.1,3 1 Round,1QZtt6bomv
Arbeitslosigkeit,Round,Question,2,1000,3,2500,1,2280,2052,2508,3 2 Round,1QZtt6bomv
Urteile,Round,Question,1,10000,4,100000,1,103156,92840.4,113471.6,4 1 Round,1QZtt6bomv
Urteile,Round,Question,2,1000,4,2000,1,1945,1750.5,2139.5,4 2 Round,1QZtt6bomv
Geographie,Round,Test,1,20,5,17.5,1,17.2,15.48,18.92,5 1 Round,1QZtt6bomv
Arbeitslosigkeit,Round,Test,1,10,3,2.8,1,2.5,2.25,2.75,3 1 Round,1QZtt6bomv
Urteile,Round,Test,1,10,4,2,1,1.9,1.71,2.09,4 1 Round,1QZtt6bomv
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,7XSoAUmR1N
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,7XSoAUmR1N
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,7XSoAUmR1N
Arbeitslosigkeit,Round,Question,2,2500,3,2500,1,2280,2052,2508,3 2 Round,7XSoAUmR1N
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,7XSoAUmR1N
Urteile,Round,Question,2,3000,4,2000,1,1945,1750.5,2139.5,4 2 Round,7XSoAUmR1N
Geographie,Round,Test,1,6,5,17.5,1,17.2,15.48,18.92,5 1 Round,7XSoAUmR1N
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,7XSoAUmR1N
Urteile,Round,Test,1,3,4,2,1,1.9,1.71,2.09,4 1 Round,7XSoAUmR1N
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,NRrmM0tSLc
Gotthardtunnel,Round,Question,2,2000,2,2300,2,2257,2031.3,2482.7,2 2 Round,NRrmM0tSLc
Umsatzlöhne,Round,Question,1,18000,6,17000,2,16553,14897.7,18208.3,6 1 Round,NRrmM0tSLc
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,NRrmM0tSLc
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,NRrmM0tSLc
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,NRrmM0tSLc
Gotthardtunnel,Round,Test,1,25,2,13.5,2,13.3,11.97,14.63,2 1 Round,NRrmM0tSLc
Umsatzlöhne,Round,Test,1,18,6,23.5,2,22.7,20.43,24.97,6 1 Round,NRrmM0tSLc
Arztpraxen,Round,Test,1,85,1,76,2,74.7,67.23,82.17,1 1 Round,NRrmM0tSLc
Gotthardtunnel,Precise,Question,1,2000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,KA4oM3lkCG
Gotthardtunnel,Precise,Question,2,2000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,KA4oM3lkCG
Umsatzlöhne,Precise,Question,1,16500,6,16553,2,16553,14897.7,18208.3,6 1 Precise,KA4oM3lkCG
Umsatzlöhne,Precise,Question,2,3400,6,3750,2,3750,3375,4125,6 2 Precise,KA4oM3lkCG
Arztpraxen,Precise,Question,1,5000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,KA4oM3lkCG
Arztpraxen,Precise,Question,2,3000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,KA4oM3lkCG
Gotthardtunnel,Precise,Test,1,30,2,13.3,2,13.3,11.97,14.63,2 1 Precise,KA4oM3lkCG
Umsatzlöhne,Precise,Test,1,20,6,22.7,2,22.7,20.43,24.97,6 1 Precise,KA4oM3lkCG
Arztpraxen,Precise,Test,1,10,1,74.7,2,74.7,67.23,82.17,1 1 Precise,KA4oM3lkCG
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,s7fSXmeeKa
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,s7fSXmeeKa
Arbeitslosigkeit,Round,Question,1,100000,3,90000,1,89881,80892.9,98869.1,3 1 Round,s7fSXmeeKa
Arbeitslosigkeit,Round,Question,2,0.1,3,2500,1,2280,2052,2508,3 2 Round,s7fSXmeeKa
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,s7fSXmeeKa
Urteile,Round,Question,2,36,4,2000,1,1945,1750.5,2139.5,4 2 Round,s7fSXmeeKa
Geographie,Round,Test,1,20,5,17.5,1,17.2,15.48,18.92,5 1 Round,s7fSXmeeKa
Arbeitslosigkeit,Round,Test,1,10,3,2.8,1,2.5,2.25,2.75,3 1 Round,s7fSXmeeKa
Urteile,Round,Test,1,25,4,2,1,1.9,1.71,2.09,4 1 Round,s7fSXmeeKa
Gotthardtunnel,Precise,Question,1,16000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,5Js2VKOWOy
Gotthardtunnel,Precise,Question,2,3000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,5Js2VKOWOy
Umsatzlöhne,Precise,Question,1,13000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,5Js2VKOWOy
Umsatzlöhne,Precise,Question,2,3070,6,3750,2,3750,3375,4125,6 2 Precise,5Js2VKOWOy
Arztpraxen,Precise,Question,1,10000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,5Js2VKOWOy
Arztpraxen,Precise,Question,2,4000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,5Js2VKOWOy
Umsatzlöhne,Precise,Test,1,25,6,22.7,2,22.7,20.43,24.97,6 1 Precise,5Js2VKOWOy
Arztpraxen,Precise,Test,1,30,1,74.7,2,74.7,67.23,82.17,1 1 Precise,5Js2VKOWOy
Geographie,Precise,Question,1,4000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,shQIE2cS5t
Geographie,Precise,Question,2,1000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,shQIE2cS5t
Arbeitslosigkeit,Precise,Question,1,3000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,shQIE2cS5t
Arbeitslosigkeit,Precise,Question,2,3500,3,2280,1,2280,2052,2508,3 2 Precise,shQIE2cS5t
Urteile,Precise,Question,1,16000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,shQIE2cS5t
Urteile,Precise,Question,2,4000,4,1945,1,1945,1750.5,2139.5,4 2 Precise,shQIE2cS5t
Geographie,Precise,Test,1,10,5,17.2,1,17.2,15.48,18.92,5 1 Precise,shQIE2cS5t
Arbeitslosigkeit,Precise,Test,1,3,3,2.5,1,2.5,2.25,2.75,3 1 Precise,shQIE2cS5t
Urteile,Precise,Test,1,2,4,1.9,1,1.9,1.71,2.09,4 1 Precise,shQIE2cS5t
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,mL78OWYRBN
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,mL78OWYRBN
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,mL78OWYRBN
Arbeitslosigkeit,Round,Question,2,1000,3,2500,1,2280,2052,2508,3 2 Round,mL78OWYRBN
Urteile,Round,Question,1,1000,4,100000,1,103156,92840.4,113471.6,4 1 Round,mL78OWYRBN
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,mL78OWYRBN
Geographie,Round,Test,1,15,5,17.5,1,17.2,15.48,18.92,5 1 Round,mL78OWYRBN
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,mL78OWYRBN
Urteile,Round,Test,1,1,4,2,1,1.9,1.71,2.09,4 1 Round,mL78OWYRBN
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,PEdb49HK62
Geographie,Precise,Question,2,7900,5,7105,1,7105,6394.5,7815.5,5 2 Precise,PEdb49HK62
Arbeitslosigkeit,Precise,Question,1,89800,3,89881,1,89881,80892.9,98869.1,3 1 Precise,PEdb49HK62
Arbeitslosigkeit,Precise,Question,2,1900,3,2280,1,2280,2052,2508,3 2 Precise,PEdb49HK62
